segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_path,review_status,transcription
REC095_SEG0007_PART01,REC095,SPK009,train,vad_v2_spk009,110.296,121.232,10.936,data/processed/segments/REC095/REC095_SEG0007_PART01.wav,reviewed,řami ẓrin itri farḥen s řefraḥet tameqqrant aṭṭas udfen ɣar taddart ẓrin aḥenjir ak d maryam yemmas wḍan ɣar temmurt uca
REC095_SEG0007_PART02,REC095,SPK009,train,vad_v2_spk009,121.232,132.168,10.936,data/processed/segments/REC095/REC095_SEG0007_PART02.wav,reviewed,sejden as xenni arezmen řeknuz nsen uca qeddmen as tirzifin ureɣ mirru d řefwaḥet n řebxur
REC095_SEG0008,REC095,SPK009,train,vad_v2_spk009,132.504,142.504,10.0,data/processed/segments/REC095/REC095_SEG0008.wav,reviewed,umi d asen dd iweḥḥa di tarjit ḥima war ttɛiqqiben ɣar hirudus ɛeqben ɣar temmurt nsen zeg ijj n webrid nneɣni
REC095_SEG0009,REC095,SPK009,train,vad_v2_spk009,144.792,153.736,8.944,data/processed/segments/REC095/REC095_SEG0009.wav,reviewed,tarewřa ɣar miṣra umi ruḥen iḍhar dd lmalak n sidi ɣar yusuf di tarjit inna kkar
REC095_SEG0010_PART01,REC095,SPK009,train,vad_v2_spk009,154.328,165.216,10.888,data/processed/segments/REC095/REC095_SEG0010_PART01.wav,reviewed,awi dd aḥenjir d yemmas arweř ɣar miṣra u qqim din ař cek i ɣa xebbareɣ minzi hirudus yarezzu x uḥenjir ḥima
REC095_SEG0010_PART02,REC095,SPK009,train,vad_v2_spk009,165.216,176.104,10.888,data/processed/segments/REC095/REC095_SEG0010_PART02.wav,reviewed,ad t isshellek uca ikkar dd yusuf yiwi aḥenjir d yemmas s ǧiřet uca yarweř ɣar miṣra iqqim dinni ařami immut hirudus
REC095_SEG0011,REC095,SPK009,train,vad_v2_spk009,176.312,186.472,10.16,data/processed/segments/REC095/REC095_SEG0011.wav,reviewed,ḥima ad ittwakemmeř min ittwannan zi sidi zeg unabi i innan řaɣiɣ dd x mmi ḥima ad iffeɣ zi miṣra
REC095_SEG0012,REC095,SPK009,train,vad_v2_spk009,187.736,190.664,2.928,data/processed/segments/REC095/REC095_SEG0012.wav,reviewed,anɣay n iḥenjiren di bayt laḥm
REC095_SEG0013_PART01,REC095,SPK009,train,vad_v2_spk009,191.384,203.904,12.52,data/processed/segments/REC095/REC095_SEG0013_PART01.wav,reviewed,řami iẓra hirudus belli imusnawen cemten t ixeyyeq aṭṭas uca issekk inɣa marra iḥenjiren n bayt laḥm d qaɛ jjwayeh i d as dd yudsen marra iḥ
REC095_SEG0013_PART02,REC095,SPK009,train,vad_v2_spk009,203.904,216.424,12.52,data/processed/segments/REC095/REC095_SEG0013_PART02.wav,reviewed,enjiren zi tnayen n iseggʷusa swadday ɛlaḥsab řweqt i yiweḍ ad issen zeg imusnawen řexdenni ittwakemmeř min ittwannan zeg unabi irmiya umi inna
REC095_SEG0014,REC095,SPK009,train,vad_v2_spk009,217.496,231.112,13.616,data/processed/segments/REC095/REC095_SEG0014.wav,reviewed,tmijja tettwaseř di rama imeṭṭawen d tɣuyyit n wecḍan aṭṭas rahil tettru x iḥenjiren nnes war tettexs ad tettwaɛezza minzi nitni war qqimen ɛad
REC095_SEG0015,REC095,SPK009,train,vad_v2_spk009,235.224,237.896,2.672,data/processed/segments/REC095/REC095_SEG0015.wav,reviewed,adwař zi miṣra ɣar nasera
REC095_SEG0016_PART01,REC095,SPK009,train,vad_v2_spk009,238.456,251.812,13.356,data/processed/segments/REC095/REC095_SEG0016_PART01.wav,reviewed,řami immut hirudus iḍhar dd lmalak n sidi di tarjit i yusuf di miṣra inna kkar awi dd aḥenjir d yemmas uca ruḥ ɣar temmurt n israil
REC095_SEG0016_PART02,REC095,SPK009,train,vad_v2_spk009,251.812,265.168,13.356,data/processed/segments/REC095/REC095_SEG0016_PART02.wav,reviewed,minzi inni tuɣa yarezzun ad nɣen aḥenjir aqa mmuten řexdenni ikkar yiwi dd aḥenjir d yemmas uca yusa dd ɣar temmurt n israil maca ařami isřa belli
REC095_SEG0017_PART01,REC095,SPK009,train,vad_v2_spk009,265.168,277.628,12.46,data/processed/segments/REC095/REC095_SEG0017_PART01.wav,reviewed,arxilawus idweř d ajeǧid di yahudiyya deg wemcan n babas hirudus iggʷed ad iraḥ dinni xenni iweḥḥa as dd arebbi di tarjit maḥend ad iraḥ ɣar jjwayeh
REC095_SEG0017_PART02,REC095,SPK009,train,vad_v2_spk009,277.628,290.088,12.46,data/processed/segments/REC095/REC095_SEG0017_PART02.wav,reviewed,n ljalil řami dd yiweḍ izdeɣ di tendint qqaren as nnaṣira ḥima ad ittwakemmeř min ittwannan zeg unabi i innan ad t semman nnaṣiri
REC096_SEG0001,REC096,SPK009,train,vad_v2_spk009,1.304,4.2,2.896,data/processed/segments/REC096/REC096_SEG0001.wav,reviewed,abarreḥ n yuḥanna amseɣḍaṣ
REC096_SEG0002,REC096,SPK009,train,vad_v2_spk009,5.688,22.664,16.976,data/processed/segments/REC096/REC096_SEG0002.wav,reviewed,deg wussan nni yusa dd yuḥanna amseɣḍaṣ tuɣa ittbarreḥ di řexřa n yahudiyya inna tubem minzi tageldit n ijenwan aqa tudes dd minzi netta d wenni xef ittwannan zeg unabi icaɛya am inna
REC096_SEG0003_PART01,REC096,SPK009,train,vad_v2_spk009,23.704,34.624,10.92,data/processed/segments/REC096/REC096_SEG0003_PART01.wav,reviewed,tmijja i ittřaɣan di řexřa swejdem abrid n sidi seggem imesraq nnes yuḥanna wanita tuɣa yarreḍ arruḍ n ta
REC096_SEG0003_PART02,REC096,SPK009,train,vad_v2_spk009,34.624,45.544,10.92,data/processed/segments/REC096/REC096_SEG0003_PART02.wav,reviewed,ḍuft n iřeɣman ibekkes ijj n webyas n yiřem uca macca nnes tuɣa d iburexsen d tamment taḥurrect
REC096_SEG0004_PART01,REC096,SPK009,train,vad_v2_spk009,46.136,56.752,10.616,data/processed/segments/REC096/REC096_SEG0004_PART01.wav,reviewed,řexdenni teffeɣ dd ɣares urcalim d qaɛ yahudiyya d marra jjwayeh i d as dd innḍen i l urdun uca ttwassɣeḍṣen zzayes
REC096_SEG0004_PART02,REC096,SPK009,train,vad_v2_spk009,56.752,67.368,10.616,data/processed/segments/REC096/REC096_SEG0004_PART02.wav,reviewed,deg iɣzar n l urdun neɛmen s ddnub nsen řami iẓra aṭṭas n ifarisiyyen d iṣaduqiyyen ttasen dd maḥend ad ttwassɣeḍṣen inna asen
REC096_SEG0005,REC096,SPK009,train,vad_v2_spk009,67.608,82.856,15.248,data/processed/segments/REC096/REC096_SEG0005.wav,reviewed,a tarwa n ifiɣran wi d awem imřen aqa tzemmarem ad tarewřem zeg weɣḍab i dd ɣa yasen ggem řɣiǧet i ɣa iřiqqen i ttubet war ttɣiřem ca ad tinim deg ixef nwem ibrahim d jedditneɣ
REC096_SEG0006_PART01,REC096,SPK009,train,vad_v2_spk009,83.384,97.408,14.024,data/processed/segments/REC096/REC096_SEG0006_PART01.wav,reviewed,minzi necc ad awem iniɣ belli arebbi izemmar ad issnekkar zeg iẓra ya tarwa i ibrahim xzar tacaqurt tettwassars ɣar iẓewran n tcejjura
REC096_SEG0006_PART02,REC096,SPK009,train,vad_v2_spk009,97.408,111.432,14.024,data/processed/segments/REC096/REC096_SEG0006_PART02.wav,reviewed,s uya kuř tacejjart i war itticen řɣiǧet tecna ad tettwaqess uca ad tewḍa di tmessi necc ad kenniw ssɣeḍṣeɣ deg waman i ttubet maca wenni i dd ɣa yasen awarni ayi netta ijhed xafi
REC096_SEG0007_PART01,REC096,SPK009,train,vad_v2_spk009,111.8,123.552,11.752,data/processed/segments/REC096/REC096_SEG0007_PART01.wav,reviewed,necc war sdihiǧeɣ ad ksiɣ sandaliyat nnes aqa netta ad kenniw isseɣḍeṣ di arruḥ iqeddsen d tmessi tazzart nnes deg ufus nnes ad izzu
REC096_SEG0007_PART02,REC096,SPK009,train,vad_v2_spk009,123.552,135.304,11.752,data/processed/segments/REC096/REC096_SEG0007_PART02.wav,reviewed,zar andrar nnes qaɛ ad iyru irden ɣar řemrasi nnes maca icarfa ad ten issecmeḍ s tmessi i war ixessyen
REC096_SEG0008,REC096,SPK009,train,vad_v2_spk009,137.976,143.208,5.232,data/processed/segments/REC096/REC096_SEG0008.wav,reviewed,aseɣḍeṣ n yasuɛ s waman sufus n yuḥanna amseɣḍas
REC096_SEG0009,REC096,SPK009,train,vad_v2_spk009,144.248,161.672,17.424,data/processed/segments/REC096/REC096_SEG0009.wav,reviewed,řexdenni yusa dd yasuɛ zi ljalil ɣar l urdun ɣar yuḥanna ḥima ad ittwaseɣḍeṣ zzayes maca yuḥanna yugi as inna necc ḥdajeɣ ad ttwassɣeḍṣeɣ zzayek ma aqa d cek i ɣari i dd ɣa yasen
REC096_SEG0010,REC096,SPK009,train,vad_v2_spk009,162.488,171.72,9.232,data/processed/segments/REC096/REC096_SEG0010.wav,reviewed,maca yasuɛ yarra dd inna as ewc řexxu ttesriḥ minzi ammu i d aneɣ ittřiq ḥima ad nkemmeř marra tasegda
REC096_SEG0011_PART01,REC096,SPK009,train,vad_v2_spk009,172.088,184.787,12.699,data/processed/segments/REC096/REC096_SEG0011_PART01.wav,reviewed,řexdenni isamḥ as awarni řami ittwasseɣḍeṣ yasuɛ yuři dd zeg waman deɣya u ttwarzmen as ijenwan uca iẓra arruḥ n are
REC096_SEG0011_PART02,REC096,SPK009,train,vad_v2_spk009,184.787,197.486,12.699,data/processed/segments/REC096/REC096_SEG0011_PART02.wav,reviewed,bbi ihwa dd am tadbirt tarsa xas xzar tusa dd ict n tmijja zeg ijenwan tenna d wa d mmi iɛizzen dayes ufiɣ arḍa inu xariṭa n temmurt n israil di řweqt n yeccu lmasiḥ mt
REC097_SEG0001,REC097,SPK009,train,vad_v2_spk009,0.92,4.392,3.472,data/processed/segments/REC097/REC097_SEG0001.wav,reviewed,ibřis ittjarreb yasuɛ di řexřa
REC097_SEG0002_PART01,REC097,SPK009,train,vad_v2_spk009,5.208,17.168,11.96,data/processed/segments/REC097/REC097_SEG0002_PART01.wav,reviewed,řexdenni ittwandeh yasuɛ ɣar řexřa zi arruḥ iqeddsen ḥima ad ittwajarreb zeg ibřis awarni řami tuɣa iẓumm arebɛin n wussan d arebɛin n ǧyaři yusedd
REC097_SEG0002_PART02,REC097,SPK009,train,vad_v2_spk009,17.168,29.128,11.96,data/processed/segments/REC097/REC097_SEG0002_PART02.wav,reviewed,jjuɛ ɣar uneggar yusa dd ɣares umjarrab inna as mařa cek d mmis n arebbi ini i iẓra ya ad dewřen d aɣrum yarra dd xas inna aqa tura
REC097_SEG0003,REC097,SPK009,train,vad_v2_spk009,29.944,37.448,7.504,data/processed/segments/REC097/REC097_SEG0003.wav,reviewed,bnadem war iddar s weɣrum waha maca zi kuř awař i dd ittekken zeg uqemmum n arebbi
REC097_SEG0004_PART01,REC097,SPK009,train,vad_v2_spk009,37.88,50.912,13.032,data/processed/segments/REC097/REC097_SEG0004_PART01.wav,reviewed,řexdenni yiwyi t ibřis ɣar tendint iqeddsen uca isgeɛḍ i t ɣar ṭṭarf n tzeqqa n zzawect tameqqrant inna as mařa cek d mmis n arebbi iwa nḍar ixef nnec
REC097_SEG0004_PART02,REC097,SPK009,train,vad_v2_spk009,50.912,63.944,13.032,data/processed/segments/REC097/REC097_SEG0004_PART02.wav,reviewed,ɣar wadday minzi aqa tura ad yumur lmalakat nnes xak ad cek ksint x ifassen nsent ḥima aḍar nnec war ineggeḥ ca aẓru
REC097_SEG0005,REC097,SPK009,train,vad_v2_spk009,64.312,80.936,16.624,data/processed/segments/REC097/REC097_SEG0005.wav,reviewed,yasuɛ inna as tura ɛawed war ttjarrab sidi arebbi nnec yiwyi t ɛawed ibřis ɣar wedrar yuɛřan aṭṭas isscen as marra tigeldiwin n ddunect d uɛuǧi nsent inna as
REC097_SEG0006,REC097,SPK009,train,vad_v2_spk009,81.4,99.4,18.0,data/processed/segments/REC097/REC097_SEG0006.wav,reviewed,ad ac wceɣ marra man aya mařa tewḍid ayi ɣar iḍaren ad ayi tsejded inna as yasuɛ ruḥ a cciṭan minzi tura sidi arebbi nnec umi ɣa tsejded u i netta weḥḥdes umi ɣa tsexxared
REC097_SEG0007,REC097,SPK009,train,vad_v2_spk009,100.056,107.24,7.184,data/processed/segments/REC097/REC097_SEG0007.wav,reviewed,řexdenni ijja i t ibřis u xzar lmalakat usint i dd tuɣa sexxarent as
REC097_SEG0008,REC097,SPK009,train,vad_v2_spk009,109.336,113.096,3.76,data/processed/segments/REC097/REC097_SEG0008.wav,reviewed,amezwaru n tsexxart n yasuɛ di ljalil
REC097_SEG0009_PART01,REC097,SPK009,train,vad_v2_spk009,114.296,125.536,11.24,data/processed/segments/REC097/REC097_SEG0009_PART01.wav,reviewed,řami isřa yasuɛ belli yuḥanna tuɣa ittwasellem iruḥ ɣar ljalil ijja nnaṣira uca yusa dd ɣar kafarnaḥum tenni ɣar ṭṭarf n řebḥ
REC097_SEG0009_PART02,REC097,SPK009,train,vad_v2_spk009,125.536,136.776,11.24,data/processed/segments/REC097/REC097_SEG0009_PART02.wav,reviewed,ar di temmurt n zibulun d naftali uca izdeɣ din ḥima ad ittwakemmeř min ittwannan zeg unabi icaɛya umi inna
REC097_SEG0010,REC097,SPK009,train,vad_v2_spk009,137.4,147.08,9.68,data/processed/segments/REC097/REC097_SEG0010.wav,reviewed,tammurt n zibulun d temmurt n naftali deg webrid n řebḥar ɣar ujemmaḍ n l urdun ljalil n řegnus
REC097_SEG0011_PART01,REC097,SPK009,train,vad_v2_spk009,147.8,157.92,10.12,data/processed/segments/REC097/REC097_SEG0011_PART01.wav,reviewed,řgens i iqqimen di taǧest iẓra tafawt tameqqrant u x yinni izedɣen di temmurt d tiři n řmewt aqa tenqar dd
REC097_SEG0011_PART02,REC097,SPK009,train,vad_v2_spk009,157.92,168.04,10.12,data/processed/segments/REC097/REC097_SEG0011_PART02.wav,reviewed,xasen tfawt zi ssin ibda yasuɛ ittbarreḥ inna tubem minzi tageldit n ijenwan aqa tudes dd
REC097_SEG0013,REC097,SPK009,train,vad_v2_spk009,173.72,192.616,18.896,data/processed/segments/REC097/REC097_SEG0013.wav,reviewed,řami tuɣa netta iggur x tma n řebḥar n ljalil iẓra tnayen n wawmaten cimɛun umi qqaren buṭrus isem wanita ixs ad yini d aẓru d andrawus umas tuɣa neṭṭaren traccawin di řebḥar minzi nitni d ineymaren n iseřman
REC097_SEG0014,REC097,SPK009,train,vad_v2_spk009,193.304,199.304,6.0,data/processed/segments/REC097/REC097_SEG0014.wav,reviewed,inna asen yasuɛ ḍfarem ayi dd ad kenniw arreɣ d ineymaren n iwdan
REC097_SEG0015_PART01,REC097,SPK009,train,vad_v2_spk009,199.8,213.952,14.152,data/processed/segments/REC097/REC097_SEG0015_PART01.wav,reviewed,ssarsen deɣya tiracciwin nsen ḍfaren t řami yeɛdu ssenni iẓra tnayen n wawmaten nneɣni yaɛqub mmis n zabdi d umas yuḥanna tuɣa aten
REC097_SEG0015_PART02,REC097,SPK009,train,vad_v2_spk009,213.952,228.104,14.152,data/processed/segments/REC097/REC097_SEG0015_PART02.wav,reviewed,ak d babatsen zabdi deg uɣarrabu ɛeddřen tiracciwin nsen uca netta iřaɣa xasen deɣya semḥen deg uɣarrabu u di babatsen ḍfaren t
REC097_SEG0017_PART01,REC097,SPK009,train,vad_v2_spk009,236.536,250.128,13.592,data/processed/segments/REC097/REC097_SEG0017_PART01.wav,reviewed,tuɣa ittenneḍ di temmurt n ljalil marra isseřmad di temzidawin nsen ittbarreḥ s řexbar aṣebḥan n tgeldit uca issgenfa kuř řehřac d kuř
REC097_SEG0017_PART02,REC097,SPK009,train,vad_v2_spk009,250.128,263.72,13.592,data/processed/segments/REC097/REC097_SEG0017_PART02.wav,reviewed,řeɛyubat i iǧan di řgens iffeɣ řexbar xas di suriya marra uca iwyen dd ɣares marra imehřac inni ɣar iǧa ɛřam kuř řehřac d řeḥriq
REC097_SEG0018,REC097,SPK009,train,vad_v2_spk009,264.408,283.481,19.073,data/processed/segments/REC097/REC097_SEG0018.wav,reviewed,mařyaḥen d yinni ittbarkikkiḍen uřa d ineɛḍaben uca issgenfa i ten ḍfaren t i dd aṭṭas n řɣaci zi ljalil zi dikapulis zi urcalim zi yahudiyya u zeg ujemmaḍ n l urdun
REC098_SEG0001,REC098,SPK009,train,vad_v2_spk009,1.912,5.576,3.664,data/processed/segments/REC098/REC098_SEG0001.wav,reviewed,abarreḥ d g wedrar awaren n lbaraka
REC098_SEG0002,REC098,SPK009,train,vad_v2_spk009,7.128,22.632,15.504,data/processed/segments/REC098/REC098_SEG0002.wav,reviewed,řami iẓra yasuɛ řɣaci yuři ɣar wedrar uca awarni řami din iqqim usin dd ɣares imeḥḍaren nnes uca yarzem aqemmum nnes isseřmed i ten inna sseɛd n yinni arruḥ nsen izřeḍ
REC098_SEG0003_PART01,REC098,SPK009,train,vad_v2_spk009,23.064,33.888,10.824,data/processed/segments/REC098/REC098_SEG0003_PART01.wav,reviewed,minzi tageldit n ijenwan aqa tt i nitni sseɛd n yinni ittecḍinen minzi nitni ad ttwaɛezzan sseɛd n imwaḍɛen
REC098_SEG0003_PART02,REC098,SPK009,train,vad_v2_spk009,33.888,44.712,10.824,data/processed/segments/REC098/REC098_SEG0003_PART02.wav,reviewed,minzi nitni ad warten tammurt sseɛd n yinni ittřaẓan d yinni ittfaden ɣar tsegda minzi nitni ad jjiwnen
REC098_SEG0004,REC098,SPK009,train,vad_v2_spk009,45.368,47.688,2.32,data/processed/segments/REC098/REC098_SEG0004.wav,reviewed,sseɛd n yinni yareḥḥmen
REC098_SEG0005_PART01,REC098,SPK009,train,vad_v2_spk009,48.248,61.808,13.56,data/processed/segments/REC098/REC098_SEG0005_PART01.wav,reviewed,minzi ad ɣarsen tiři arreḥmet sseɛd n yinni i ɣar iǧa uř izdig minzi nitni ad ẓaren arebbi sseɛd n yinni itteggen řehna
REC098_SEG0005_PART02,REC098,SPK009,train,vad_v2_spk009,61.808,75.368,13.56,data/processed/segments/REC098/REC098_SEG0005_PART02.wav,reviewed,minzi nitni ad ttwasemman arrawen n arebbi sseɛd n yinni inneḥṣaren x ssibbet n tsegda minzi tageldit n ijenwan ad ɣarsen tiři
REC098_SEG0006_PART01,REC098,SPK009,train,vad_v2_spk009,75.864,88.048,12.184,data/processed/segments/REC098/REC098_SEG0006_PART01.wav,reviewed,sseɛd i kenniw mařa ttɛayaren u ttdarracen xawem uca ad xawem inin ɛřam kuř awařen iɛeffanen x ssibbet inu waxxa ssxarriqen farḥem
REC098_SEG0006_PART02,REC098,SPK009,train,vad_v2_spk009,88.048,100.232,12.184,data/processed/segments/REC098/REC098_SEG0006_PART02.wav,reviewed,sřiweřwem minzi řmunet nwem d tameqqrant deg ijenwan minzi ammu i tuɣa ttdarracen inabiyyen inni qbeř nwem
