segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_path,review_status,transcription
REC010_SEG0058,REC010,SPK001,train,vad_v1,497.496,508.008,10.512,data/processed/segments/REC010/REC010_SEG0058.wav,included,
REC010_SEG0059,REC010,SPK001,train,vad_v1,508.536,514.72,6.184,data/processed/segments/REC010/REC010_SEG0059.wav,included,
REC010_SEG0060,REC010,SPK001,train,vad_v1,514.72,525.192,10.472,data/processed/segments/REC010/REC010_SEG0060.wav,included,
REC010_SEG0061,REC010,SPK001,train,vad_v1,525.624,537.504,11.88,data/processed/segments/REC010/REC010_SEG0061.wav,included,
REC010_SEG0062,REC010,SPK001,train,vad_v1,537.504,546.44,8.936,data/processed/segments/REC010/REC010_SEG0062.wav,included,
REC010_SEG0063,REC010,SPK001,train,vad_v1,547.128,548.2,1.072,data/processed/segments/REC010/REC010_SEG0063.wav,included,
REC010_SEG0064,REC010,SPK001,train,vad_v1,548.632,563.44,14.808,data/processed/segments/REC010/REC010_SEG0064.wav,included,
REC010_SEG0065,REC010,SPK001,train,vad_v1,563.44,567.08,3.64,data/processed/segments/REC010/REC010_SEG0065.wav,included,
REC010_SEG0066,REC010,SPK001,train,vad_v1,567.48,580.896,13.416,data/processed/segments/REC010/REC010_SEG0066.wav,included,
REC010_SEG0067,REC010,SPK001,train,vad_v1,580.896,591.568,10.672,data/processed/segments/REC010/REC010_SEG0067.wav,included,
REC010_SEG0068,REC010,SPK001,train,vad_v1,591.568,603.712,12.144,data/processed/segments/REC010/REC010_SEG0068.wav,included,
REC010_SEG0069,REC010,SPK001,train,vad_v1,603.712,615.4,11.688,data/processed/segments/REC010/REC010_SEG0069.wav,included,
REC010_SEG0070,REC010,SPK001,train,vad_v1,615.8,620.104,4.304,data/processed/segments/REC010/REC010_SEG0070.wav,included,
REC010_SEG0071,REC010,SPK001,train,vad_v1,620.376,630.816,10.44,data/processed/segments/REC010/REC010_SEG0071.wav,included,
REC010_SEG0072,REC010,SPK001,train,vad_v1,630.816,635.248,4.432,data/processed/segments/REC010/REC010_SEG0072.wav,included,
REC010_SEG0073,REC010,SPK001,train,vad_v1,635.248,649.936,14.688,data/processed/segments/REC010/REC010_SEG0073.wav,included,
REC010_SEG0074,REC010,SPK001,train,vad_v1,649.936,662.376,12.44,data/processed/segments/REC010/REC010_SEG0074.wav,included,
REC010_SEG0075,REC010,SPK001,train,vad_v1,662.616,665.664,3.048,data/processed/segments/REC010/REC010_SEG0075.wav,included,
REC010_SEG0076,REC010,SPK001,train,vad_v1,665.664,679.552,13.888,data/processed/segments/REC010/REC010_SEG0076.wav,included,
REC010_SEG0077,REC010,SPK001,train,vad_v1,679.552,681.576,2.024,data/processed/segments/REC010/REC010_SEG0077.wav,included,
REC010_SEG0078,REC010,SPK001,train,vad_v1,682.168,695.304,13.136,data/processed/segments/REC010/REC010_SEG0078.wav,included,
REC010_SEG0079,REC010,SPK001,train,vad_v1,695.928,700.279,4.351,data/processed/segments/REC010/REC010_SEG0079.wav,included,
REC011_SEG0001,REC011,SPK001,train,vad_v1,0.312,11.272,10.96,data/processed/segments/REC011/REC011_SEG0001.wav,included,
REC011_SEG0002,REC011,SPK001,train,vad_v1,11.48,22.344,10.864,data/processed/segments/REC011/REC011_SEG0002.wav,included,
REC011_SEG0003,REC011,SPK001,train,vad_v1,22.584,33.104,10.52,data/processed/segments/REC011/REC011_SEG0003.wav,included,
REC011_SEG0004,REC011,SPK001,train,vad_v1,33.104,40.168,7.064,data/processed/segments/REC011/REC011_SEG0004.wav,included,
REC011_SEG0005,REC011,SPK001,train,vad_v1,40.664,54.184,13.52,data/processed/segments/REC011/REC011_SEG0005.wav,included,
REC011_SEG0006,REC011,SPK001,train,vad_v1,54.2,60.712,6.512,data/processed/segments/REC011/REC011_SEG0006.wav,included,
REC011_SEG0007,REC011,SPK001,train,vad_v1,62.008,70.088,8.08,data/processed/segments/REC011/REC011_SEG0007.wav,included,
REC011_SEG0008,REC011,SPK001,train,vad_v1,70.328,79.328,9.0,data/processed/segments/REC011/REC011_SEG0008.wav,included,
REC011_SEG0009,REC011,SPK001,train,vad_v1,79.328,89.16,9.832,data/processed/segments/REC011/REC011_SEG0009.wav,included,
REC011_SEG0010,REC011,SPK001,train,vad_v1,89.336,101.832,12.496,data/processed/segments/REC011/REC011_SEG0010.wav,included,
REC011_SEG0011,REC011,SPK001,train,vad_v1,102.264,113.96,11.696,data/processed/segments/REC011/REC011_SEG0011.wav,included,
REC011_SEG0012,REC011,SPK001,train,vad_v1,114.328,123.424,9.096,data/processed/segments/REC011/REC011_SEG0012.wav,included,
REC011_SEG0013,REC011,SPK001,train,vad_v1,123.424,136.84,13.416,data/processed/segments/REC011/REC011_SEG0013.wav,included,
REC011_SEG0014,REC011,SPK001,train,vad_v1,136.888,141.192,4.304,data/processed/segments/REC011/REC011_SEG0014.wav,included,
REC011_SEG0015,REC011,SPK001,train,vad_v1,142.104,146.824,4.72,data/processed/segments/REC011/REC011_SEG0015.wav,included,
REC011_SEG0016,REC011,SPK001,train,vad_v1,148.472,149.704,1.232,data/processed/segments/REC011/REC011_SEG0016.wav,included,
REC011_SEG0017,REC011,SPK001,train,vad_v1,151.608,163.184,11.576,data/processed/segments/REC011/REC011_SEG0017.wav,included,
REC011_SEG0018,REC011,SPK001,train,vad_v1,163.184,167.624,4.44,data/processed/segments/REC011/REC011_SEG0018.wav,included,
REC011_SEG0019,REC011,SPK001,train,vad_v1,168.248,183.056,14.808,data/processed/segments/REC011/REC011_SEG0019.wav,included,
REC011_SEG0020,REC011,SPK001,train,vad_v1,183.056,187.944,4.888,data/processed/segments/REC011/REC011_SEG0020.wav,included,
REC011_SEG0021,REC011,SPK001,train,vad_v1,188.44,197.856,9.416,data/processed/segments/REC011/REC011_SEG0021.wav,included,
REC011_SEG0022,REC011,SPK001,train,vad_v1,197.856,204.712,6.856,data/processed/segments/REC011/REC011_SEG0022.wav,included,
REC011_SEG0023,REC011,SPK001,train,vad_v1,205.08,218.664,13.584,data/processed/segments/REC011/REC011_SEG0023.wav,included,
REC011_SEG0024,REC011,SPK001,train,vad_v1,219.512,222.792,3.28,data/processed/segments/REC011/REC011_SEG0024.wav,included,
REC011_SEG0025,REC011,SPK001,train,vad_v1,223.096,235.136,12.04,data/processed/segments/REC011/REC011_SEG0025.wav,included,
REC011_SEG0026,REC011,SPK001,train,vad_v1,235.136,244.776,9.64,data/processed/segments/REC011/REC011_SEG0026.wav,included,
REC011_SEG0027,REC011,SPK001,train,vad_v1,245.912,256.648,10.736,data/processed/segments/REC011/REC011_SEG0027.wav,included,
REC011_SEG0028,REC011,SPK001,train,vad_v1,256.76,262.696,5.936,data/processed/segments/REC011/REC011_SEG0028.wav,included,
REC011_SEG0029,REC011,SPK001,train,vad_v1,263.48,274.216,10.736,data/processed/segments/REC011/REC011_SEG0029.wav,included,
REC011_SEG0030,REC011,SPK001,train,vad_v1,274.904,281.896,6.992,data/processed/segments/REC011/REC011_SEG0030.wav,included,
REC011_SEG0031,REC011,SPK001,train,vad_v1,282.488,293.32,10.832,data/processed/segments/REC011/REC011_SEG0031.wav,included,
REC011_SEG0032,REC011,SPK001,train,vad_v1,293.528,303.784,10.256,data/processed/segments/REC011/REC011_SEG0032.wav,included,
REC011_SEG0033,REC011,SPK001,train,vad_v1,304.248,312.2,7.952,data/processed/segments/REC011/REC011_SEG0033.wav,included,
REC011_SEG0034,REC011,SPK001,train,vad_v1,312.6,326.024,13.424,data/processed/segments/REC011/REC011_SEG0034.wav,included,
REC011_SEG0035,REC011,SPK001,train,vad_v1,326.072,329.352,3.28,data/processed/segments/REC011/REC011_SEG0035.wav,included,
REC011_SEG0036,REC011,SPK001,train,vad_v1,329.72,343.68,13.96,data/processed/segments/REC011/REC011_SEG0036.wav,included,
REC011_SEG0037,REC011,SPK001,train,vad_v1,343.68,351.976,8.296,data/processed/segments/REC011/REC011_SEG0037.wav,included,
REC011_SEG0038,REC011,SPK001,train,vad_v1,352.376,361.064,8.688,data/processed/segments/REC011/REC011_SEG0038.wav,included,
REC011_SEG0039,REC011,SPK001,train,vad_v1,361.4,367.432,6.032,data/processed/segments/REC011/REC011_SEG0039.wav,included,
REC011_SEG0040,REC011,SPK001,train,vad_v1,368.696,376.296,7.6,data/processed/segments/REC011/REC011_SEG0040.wav,included,
REC011_SEG0041,REC011,SPK001,train,vad_v1,376.536,386.432,9.896,data/processed/segments/REC011/REC011_SEG0041.wav,included,
REC011_SEG0042,REC011,SPK001,train,vad_v1,386.432,394.408,7.976,data/processed/segments/REC011/REC011_SEG0042.wav,included,
REC011_SEG0043,REC011,SPK001,train,vad_v1,394.968,405.512,10.544,data/processed/segments/REC011/REC011_SEG0043.wav,included,
REC011_SEG0044,REC011,SPK001,train,vad_v1,405.592,410.344,4.752,data/processed/segments/REC011/REC011_SEG0044.wav,included,
REC011_SEG0045,REC011,SPK001,train,vad_v1,414.744,425.096,10.352,data/processed/segments/REC011/REC011_SEG0045.wav,included,
REC011_SEG0046,REC011,SPK001,train,vad_v1,425.88,428.456,2.576,data/processed/segments/REC011/REC011_SEG0046.wav,included,
REC011_SEG0047,REC011,SPK001,train,vad_v1,428.504,441.504,13.0,data/processed/segments/REC011/REC011_SEG0047.wav,included,
REC011_SEG0048,REC011,SPK001,train,vad_v1,441.504,452.296,10.792,data/processed/segments/REC011/REC011_SEG0048.wav,included,
REC011_SEG0049,REC011,SPK001,train,vad_v1,453.144,457.736,4.592,data/processed/segments/REC011/REC011_SEG0049.wav,included,
REC011_SEG0050,REC011,SPK001,train,vad_v1,458.68,464.872,6.192,data/processed/segments/REC011/REC011_SEG0050.wav,included,
REC011_SEG0051,REC011,SPK001,train,vad_v1,465.592,469.128,3.536,data/processed/segments/REC011/REC011_SEG0051.wav,included,
REC011_SEG0052,REC011,SPK001,train,vad_v1,469.592,483.92,14.328,data/processed/segments/REC011/REC011_SEG0052.wav,included,
REC011_SEG0053,REC011,SPK001,train,vad_v1,483.92,495.048,11.128,data/processed/segments/REC011/REC011_SEG0053.wav,included,
REC011_SEG0054,REC011,SPK001,train,vad_v1,495.64,501.896,6.256,data/processed/segments/REC011/REC011_SEG0054.wav,included,
REC011_SEG0055,REC011,SPK001,train,vad_v1,502.744,504.52,1.776,data/processed/segments/REC011/REC011_SEG0055.wav,included,
REC011_SEG0056,REC011,SPK001,train,vad_v1,505.048,518.248,13.2,data/processed/segments/REC011/REC011_SEG0056.wav,included,
REC011_SEG0057,REC011,SPK001,train,vad_v1,519.192,521.64,2.448,data/processed/segments/REC011/REC011_SEG0057.wav,included,
REC011_SEG0058,REC011,SPK001,train,vad_v1,522.2,536.288,14.088,data/processed/segments/REC011/REC011_SEG0058.wav,included,
REC011_SEG0059,REC011,SPK001,train,vad_v1,536.288,548.52,12.232,data/processed/segments/REC011/REC011_SEG0059.wav,included,
REC011_SEG0060,REC011,SPK001,train,vad_v1,548.984,559.4,10.416,data/processed/segments/REC011/REC011_SEG0060.wav,included,
REC011_SEG0061,REC011,SPK001,train,vad_v1,560.152,574.088,13.936,data/processed/segments/REC011/REC011_SEG0061.wav,included,
REC011_SEG0062,REC011,SPK001,train,vad_v1,574.776,584.648,9.872,data/processed/segments/REC011/REC011_SEG0062.wav,included,
REC011_SEG0063,REC011,SPK001,train,vad_v1,585.432,590.28,4.848,data/processed/segments/REC011/REC011_SEG0063.wav,included,
REC011_SEG0064,REC011,SPK001,train,vad_v1,590.904,600.424,9.52,data/processed/segments/REC011/REC011_SEG0064.wav,included,
REC011_SEG0065,REC011,SPK001,train,vad_v1,601.272,603.368,2.096,data/processed/segments/REC011/REC011_SEG0065.wav,included,
REC011_SEG0066,REC011,SPK001,train,vad_v1,604.088,605.704,1.616,data/processed/segments/REC011/REC011_SEG0066.wav,included,
REC011_SEG0067,REC011,SPK001,train,vad_v1,606.168,620.672,14.504,data/processed/segments/REC011/REC011_SEG0067.wav,included,
REC011_SEG0068,REC011,SPK001,train,vad_v1,620.672,625.192,4.52,data/processed/segments/REC011/REC011_SEG0068.wav,included,
REC011_SEG0069,REC011,SPK001,train,vad_v1,625.88,636.36,10.48,data/processed/segments/REC011/REC011_SEG0069.wav,included,
REC011_SEG0070,REC011,SPK001,train,vad_v1,636.408,650.12,13.712,data/processed/segments/REC011/REC011_SEG0070.wav,included,
REC011_SEG0071,REC011,SPK001,train,vad_v1,650.392,656.04,5.648,data/processed/segments/REC011/REC011_SEG0071.wav,included,
REC011_SEG0072,REC011,SPK001,train,vad_v1,656.664,668.808,12.144,data/processed/segments/REC011/REC011_SEG0072.wav,included,
REC011_SEG0073,REC011,SPK001,train,vad_v1,669.144,679.176,10.032,data/processed/segments/REC011/REC011_SEG0073.wav,included,
REC011_SEG0074,REC011,SPK001,train,vad_v1,679.384,687.72,8.336,data/processed/segments/REC011/REC011_SEG0074.wav,included,
REC011_SEG0075,REC011,SPK001,train,vad_v1,688.184,695.944,7.76,data/processed/segments/REC011/REC011_SEG0075.wav,included,
REC011_SEG0076,REC011,SPK001,train,vad_v1,696.92,700.744,3.824,data/processed/segments/REC011/REC011_SEG0076.wav,included,
REC011_SEG0077,REC011,SPK001,train,vad_v1,701.496,705.608,4.112,data/processed/segments/REC011/REC011_SEG0077.wav,included,
REC011_SEG0078,REC011,SPK001,train,vad_v1,706.456,711.848,5.392,data/processed/segments/REC011/REC011_SEG0078.wav,included,
REC011_SEG0079,REC011,SPK001,train,vad_v1,712.92,716.104,3.184,data/processed/segments/REC011/REC011_SEG0079.wav,included,
REC011_SEG0080,REC011,SPK001,train,vad_v1,717.048,724.392,7.344,data/processed/segments/REC011/REC011_SEG0080.wav,included,
REC011_SEG0081,REC011,SPK001,train,vad_v1,726.232,728.36,2.128,data/processed/segments/REC011/REC011_SEG0081.wav,included,
REC011_SEG0082,REC011,SPK001,train,vad_v1,728.888,743.792,14.904,data/processed/segments/REC011/REC011_SEG0082.wav,included,
REC011_SEG0083,REC011,SPK001,train,vad_v1,743.792,744.648,0.856,data/processed/segments/REC011/REC011_SEG0083.wav,included,
REC011_SEG0084,REC011,SPK001,train,vad_v1,745.784,758.376,12.592,data/processed/segments/REC011/REC011_SEG0084.wav,included,
REC011_SEG0085,REC011,SPK001,train,vad_v1,758.776,760.776,2.0,data/processed/segments/REC011/REC011_SEG0085.wav,included,
REC011_SEG0086,REC011,SPK001,train,vad_v1,761.24,774.184,12.944,data/processed/segments/REC011/REC011_SEG0086.wav,included,
REC011_SEG0087,REC011,SPK001,train,vad_v1,775.544,783.304,7.76,data/processed/segments/REC011/REC011_SEG0087.wav,included,
REC011_SEG0088,REC011,SPK001,train,vad_v1,784.6,793.896,9.296,data/processed/segments/REC011/REC011_SEG0088.wav,included,
REC011_SEG0089,REC011,SPK001,train,vad_v1,794.904,798.888,3.984,data/processed/segments/REC011/REC011_SEG0089.wav,included,
REC011_SEG0090,REC011,SPK001,train,vad_v1,800.408,803.368,2.96,data/processed/segments/REC011/REC011_SEG0090.wav,included,
REC011_SEG0091,REC011,SPK001,train,vad_v1,803.448,816.04,12.592,data/processed/segments/REC011/REC011_SEG0091.wav,included,
REC011_SEG0092,REC011,SPK001,train,vad_v1,816.952,830.088,13.136,data/processed/segments/REC011/REC011_SEG0092.wav,included,
REC011_SEG0093,REC011,SPK001,train,vad_v1,830.648,837.352,6.704,data/processed/segments/REC011/REC011_SEG0093.wav,included,
REC011_SEG0094,REC011,SPK001,train,vad_v1,838.296,845.608,7.312,data/processed/segments/REC011/REC011_SEG0094.wav,included,
REC011_SEG0095,REC011,SPK001,train,vad_v1,846.936,859.944,13.008,data/processed/segments/REC011/REC011_SEG0095.wav,included,
REC011_SEG0096,REC011,SPK001,train,vad_v1,860.088,867.944,7.856,data/processed/segments/REC011/REC011_SEG0096.wav,included,
REC011_SEG0097,REC011,SPK001,train,vad_v1,868.856,879.88,11.024,data/processed/segments/REC011/REC011_SEG0097.wav,included,
REC011_SEG0098,REC011,SPK001,train,vad_v1,880.952,882.792,1.84,data/processed/segments/REC011/REC011_SEG0098.wav,included,
REC011_SEG0099,REC011,SPK001,train,vad_v1,885.112,894.472,9.36,data/processed/segments/REC011/REC011_SEG0099.wav,included,
REC011_SEG0100,REC011,SPK001,train,vad_v1,895.128,900.904,5.776,data/processed/segments/REC011/REC011_SEG0100.wav,included,
REC011_SEG0101,REC011,SPK001,train,vad_v1,901.528,911.112,9.584,data/processed/segments/REC011/REC011_SEG0101.wav,included,
REC011_SEG0102,REC011,SPK001,train,vad_v1,911.544,917.864,6.32,data/processed/segments/REC011/REC011_SEG0102.wav,included,
REC011_SEG0103,REC011,SPK001,train,vad_v1,918.744,929.64,10.896,data/processed/segments/REC011/REC011_SEG0103.wav,included,
REC011_SEG0104,REC011,SPK001,train,vad_v1,931.0,938.792,7.792,data/processed/segments/REC011/REC011_SEG0104.wav,included,
REC011_SEG0105,REC011,SPK001,train,vad_v1,941.016,942.536,1.52,data/processed/segments/REC011/REC011_SEG0105.wav,included,
REC011_SEG0106,REC011,SPK001,train,vad_v1,942.808,957.616,14.808,data/processed/segments/REC011/REC011_SEG0106.wav,included,
REC011_SEG0107,REC011,SPK001,train,vad_v1,957.616,966.504,8.888,data/processed/segments/REC011/REC011_SEG0107.wav,included,
REC011_SEG0108,REC011,SPK001,train,vad_v1,969.688,971.784,2.096,data/processed/segments/REC011/REC011_SEG0108.wav,included,
REC011_SEG0109,REC011,SPK001,train,vad_v1,971.896,984.544,12.648,data/processed/segments/REC011/REC011_SEG0109.wav,included,
REC011_SEG0110,REC011,SPK001,train,vad_v1,984.544,996.136,11.592,data/processed/segments/REC011/REC011_SEG0110.wav,included,
REC011_SEG0111,REC011,SPK001,train,vad_v1,996.952,999.688,2.736,data/processed/segments/REC011/REC011_SEG0111.wav,included,
REC011_SEG0112,REC011,SPK001,train,vad_v1,1001.4,1004.52,3.12,data/processed/segments/REC011/REC011_SEG0112.wav,included,
REC011_SEG0113,REC011,SPK001,train,vad_v1,1006.104,1007.528,1.424,data/processed/segments/REC011/REC011_SEG0113.wav,rejected,
REC011_SEG0114,REC011,SPK001,train,vad_v1,1008.056,1021.504,13.448,data/processed/segments/REC011/REC011_SEG0114.wav,included,
REC012_SEG0001,REC012,SPK001,train,vad_v1,0.344,1.64,1.296,data/processed/segments/REC012/REC012_SEG0001.wav,rejected,
REC012_SEG0002,REC012,SPK001,train,vad_v1,2.104,16.104,14.0,data/processed/segments/REC012/REC012_SEG0002.wav,included,
REC012_SEG0003,REC012,SPK001,train,vad_v1,16.312,23.208,6.896,data/processed/segments/REC012/REC012_SEG0003.wav,included,
REC012_SEG0004,REC012,SPK001,train,vad_v1,23.736,35.624,11.888,data/processed/segments/REC012/REC012_SEG0004.wav,included,
REC012_SEG0005,REC012,SPK001,train,vad_v1,35.832,42.672,6.84,data/processed/segments/REC012/REC012_SEG0005.wav,included,
REC012_SEG0006,REC012,SPK001,train,vad_v1,42.672,56.456,13.784,data/processed/segments/REC012/REC012_SEG0006.wav,included,
REC012_SEG0007,REC012,SPK001,train,vad_v1,59.736,64.328,4.592,data/processed/segments/REC012/REC012_SEG0007.wav,included,
REC012_SEG0008,REC012,SPK001,train,vad_v1,65.464,77.928,12.464,data/processed/segments/REC012/REC012_SEG0008.wav,included,
REC012_SEG0009,REC012,SPK001,train,vad_v1,78.392,84.648,6.256,data/processed/segments/REC012/REC012_SEG0009.wav,included,
REC012_SEG0010,REC012,SPK001,train,vad_v1,87.096,92.296,5.2,data/processed/segments/REC012/REC012_SEG0010.wav,included,
REC012_SEG0011,REC012,SPK001,train,vad_v1,93.08,95.336,2.256,data/processed/segments/REC012/REC012_SEG0011.wav,included,
REC012_SEG0012,REC012,SPK001,train,vad_v1,96.184,110.28,14.096,data/processed/segments/REC012/REC012_SEG0012.wav,included,
REC012_SEG0013,REC012,SPK001,train,vad_v1,110.296,111.368,1.072,data/processed/segments/REC012/REC012_SEG0013.wav,included,
