segment_id,recording_id,speaker_group_id,audio_path,duration_seconds,transcription,absolute_audio_path
REC095_SEG0008,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0008.wav,10.0,umi d asen dd iweḥḥa di tarjit ḥima war ttɛiqqiben ɣar hirudus ɛeqben ɣar temmurt nsen zeg ijj n webrid nneɣni,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0008.wav
REC095_SEG0009,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0009.wav,8.944,tarewřa ɣar miṣra umi ruḥen iḍhar dd lmalak n sidi ɣar yusuf di tarjit inna kkar,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0009.wav
REC095_SEG0010_PART01,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0010_PART01.wav,10.888,awi dd aḥenjir d yemmas arweř ɣar miṣra u qqim din ař cek i ɣa xebbareɣ minzi hirudus yarezzu x uḥenjir ḥima,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0010_PART01.wav
REC095_SEG0010_PART02,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0010_PART02.wav,10.888,ad t isshellek uca ikkar dd yusuf yiwi aḥenjir d yemmas s ǧiřet uca yarweř ɣar miṣra iqqim dinni ařami immut hirudus,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0010_PART02.wav
REC095_SEG0011,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0011.wav,10.16,ḥima ad ittwakemmeř min ittwannan zi sidi zeg unabi i innan řaɣiɣ dd x mmi ḥima ad iffeɣ zi miṣra,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0011.wav
REC095_SEG0012,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0012.wav,2.928,anɣay n iḥenjiren di bayt laḥm,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0012.wav
REC095_SEG0013_PART01,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0013_PART01.wav,12.52,řami iẓra hirudus belli imusnawen cemten t ixeyyeq aṭṭas uca issekk inɣa marra iḥenjiren n bayt laḥm d qaɛ jjwayeh i d as dd yudsen marra iḥ,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0013_PART01.wav
REC095_SEG0013_PART02,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0013_PART02.wav,12.52,enjiren zi tnayen n iseggʷusa swadday ɛlaḥsab řweqt i yiweḍ ad issen zeg imusnawen řexdenni ittwakemmeř min ittwannan zeg unabi irmiya umi inna,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0013_PART02.wav
REC095_SEG0014,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0014.wav,13.616,tmijja tettwaseř di rama imeṭṭawen d tɣuyyit n wecḍan aṭṭas rahil tettru x iḥenjiren nnes war tettexs ad tettwaɛezza minzi nitni war qqimen ɛad,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0014.wav
REC095_SEG0015,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0015.wav,2.672,adwař zi miṣra ɣar nasera,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0015.wav
REC095_SEG0016_PART01,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0016_PART01.wav,13.356,řami immut hirudus iḍhar dd lmalak n sidi di tarjit i yusuf di miṣra inna kkar awi dd aḥenjir d yemmas uca ruḥ ɣar temmurt n israil,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0016_PART01.wav
REC095_SEG0016_PART02,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0016_PART02.wav,13.356,minzi inni tuɣa yarezzun ad nɣen aḥenjir aqa mmuten řexdenni ikkar yiwi dd aḥenjir d yemmas uca yusa dd ɣar temmurt n israil maca ařami isřa belli,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0016_PART02.wav
REC095_SEG0017_PART01,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0017_PART01.wav,12.46,arxilawus idweř d ajeǧid di yahudiyya deg wemcan n babas hirudus iggʷed ad iraḥ dinni xenni iweḥḥa as dd arebbi di tarjit maḥend ad iraḥ ɣar jjwayeh,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0017_PART01.wav
REC095_SEG0017_PART02,REC095,SPK009,data/processed/segments/REC095/REC095_SEG0017_PART02.wav,12.46,n ljalil řami dd yiweḍ izdeɣ di tendint qqaren as nnaṣira ḥima ad ittwakemmeř min ittwannan zeg unabi i innan ad t semman nnaṣiri,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC095/REC095_SEG0017_PART02.wav
REC096_SEG0001,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0001.wav,2.896,abarreḥ n yuḥanna amseɣḍaṣ,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0001.wav
REC096_SEG0002,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0002.wav,16.976,deg wussan nni yusa dd yuḥanna amseɣḍaṣ tuɣa ittbarreḥ di řexřa n yahudiyya inna tubem minzi tageldit n ijenwan aqa tudes dd minzi netta d wenni xef ittwannan zeg unabi icaɛya am inna,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0002.wav
REC096_SEG0003_PART01,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0003_PART01.wav,10.92,tmijja i ittřaɣan di řexřa swejdem abrid n sidi seggem imesraq nnes yuḥanna wanita tuɣa yarreḍ arruḍ n ta,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0003_PART01.wav
REC096_SEG0003_PART02,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0003_PART02.wav,10.92,ḍuft n iřeɣman ibekkes ijj n webyas n yiřem uca macca nnes tuɣa d iburexsen d tamment taḥurrect,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0003_PART02.wav
REC096_SEG0004_PART01,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0004_PART01.wav,10.616,řexdenni teffeɣ dd ɣares urcalim d qaɛ yahudiyya d marra jjwayeh i d as dd innḍen i l urdun uca ttwassɣeḍṣen zzayes,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0004_PART01.wav
REC096_SEG0004_PART02,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0004_PART02.wav,10.616,deg iɣzar n l urdun neɛmen s ddnub nsen řami iẓra aṭṭas n ifarisiyyen d iṣaduqiyyen ttasen dd maḥend ad ttwassɣeḍṣen inna asen,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0004_PART02.wav
REC096_SEG0005,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0005.wav,15.248,a tarwa n ifiɣran wi d awem imřen aqa tzemmarem ad tarewřem zeg weɣḍab i dd ɣa yasen ggem řɣiǧet i ɣa iřiqqen i ttubet war ttɣiřem ca ad tinim deg ixef nwem ibrahim d jedditneɣ,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0005.wav
REC096_SEG0006_PART01,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0006_PART01.wav,14.024,minzi necc ad awem iniɣ belli arebbi izemmar ad issnekkar zeg iẓra ya tarwa i ibrahim xzar tacaqurt tettwassars ɣar iẓewran n tcejjura,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0006_PART01.wav
REC096_SEG0006_PART02,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0006_PART02.wav,14.024,s uya kuř tacejjart i war itticen řɣiǧet tecna ad tettwaqess uca ad tewḍa di tmessi necc ad kenniw ssɣeḍṣeɣ deg waman i ttubet maca wenni i dd ɣa yasen awarni ayi netta ijhed xafi,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0006_PART02.wav
REC096_SEG0007_PART01,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0007_PART01.wav,11.752,necc war sdihiǧeɣ ad ksiɣ sandaliyat nnes aqa netta ad kenniw isseɣḍeṣ di arruḥ iqeddsen d tmessi tazzart nnes deg ufus nnes ad izzu,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0007_PART01.wav
REC096_SEG0007_PART02,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0007_PART02.wav,11.752,zar andrar nnes qaɛ ad iyru irden ɣar řemrasi nnes maca icarfa ad ten issecmeḍ s tmessi i war ixessyen,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0007_PART02.wav
REC096_SEG0008,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0008.wav,5.232,aseɣḍeṣ n yasuɛ s waman sufus n yuḥanna amseɣḍas,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0008.wav
REC096_SEG0009,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0009.wav,17.424,řexdenni yusa dd yasuɛ zi ljalil ɣar l urdun ɣar yuḥanna ḥima ad ittwaseɣḍeṣ zzayes maca yuḥanna yugi as inna necc ḥdajeɣ ad ttwassɣeḍṣeɣ zzayek ma aqa d cek i ɣari i dd ɣa yasen,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0009.wav
REC096_SEG0010,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0010.wav,9.232,maca yasuɛ yarra dd inna as ewc řexxu ttesriḥ minzi ammu i d aneɣ ittřiq ḥima ad nkemmeř marra tasegda,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0010.wav
REC096_SEG0011_PART01,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0011_PART01.wav,12.699,řexdenni isamḥ as awarni řami ittwasseɣḍeṣ yasuɛ yuři dd zeg waman deɣya u ttwarzmen as ijenwan uca iẓra arruḥ n are,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0011_PART01.wav
REC096_SEG0011_PART02,REC096,SPK009,data/processed/segments/REC096/REC096_SEG0011_PART02.wav,12.699,bbi ihwa dd am tadbirt tarsa xas xzar tusa dd ict n tmijja zeg ijenwan tenna d wa d mmi iɛizzen dayes ufiɣ arḍa inu xariṭa n temmurt n israil di řweqt n yeccu lmasiḥ mt,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC096/REC096_SEG0011_PART02.wav
REC097_SEG0001,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0001.wav,3.472,ibřis ittjarreb yasuɛ di řexřa,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0001.wav
REC097_SEG0002_PART01,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0002_PART01.wav,11.96,řexdenni ittwandeh yasuɛ ɣar řexřa zi arruḥ iqeddsen ḥima ad ittwajarreb zeg ibřis awarni řami tuɣa iẓumm arebɛin n wussan d arebɛin n ǧyaři yusedd,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0002_PART01.wav
REC097_SEG0002_PART02,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0002_PART02.wav,11.96,jjuɛ ɣar uneggar yusa dd ɣares umjarrab inna as mařa cek d mmis n arebbi ini i iẓra ya ad dewřen d aɣrum yarra dd xas inna aqa tura,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0002_PART02.wav
REC097_SEG0003,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0003.wav,7.504,bnadem war iddar s weɣrum waha maca zi kuř awař i dd ittekken zeg uqemmum n arebbi,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0003.wav
REC097_SEG0004_PART01,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0004_PART01.wav,13.032,řexdenni yiwyi t ibřis ɣar tendint iqeddsen uca isgeɛḍ i t ɣar ṭṭarf n tzeqqa n zzawect tameqqrant inna as mařa cek d mmis n arebbi iwa nḍar ixef nnec,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0004_PART01.wav
REC097_SEG0004_PART02,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0004_PART02.wav,13.032,ɣar wadday minzi aqa tura ad yumur lmalakat nnes xak ad cek ksint x ifassen nsent ḥima aḍar nnec war ineggeḥ ca aẓru,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0004_PART02.wav
REC097_SEG0005,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0005.wav,16.624,yasuɛ inna as tura ɛawed war ttjarrab sidi arebbi nnec yiwyi t ɛawed ibřis ɣar wedrar yuɛřan aṭṭas isscen as marra tigeldiwin n ddunect d uɛuǧi nsent inna as,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0005.wav
REC097_SEG0006,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0006.wav,18.0,ad ac wceɣ marra man aya mařa tewḍid ayi ɣar iḍaren ad ayi tsejded inna as yasuɛ ruḥ a cciṭan minzi tura sidi arebbi nnec umi ɣa tsejded u i netta weḥḥdes umi ɣa tsexxared,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0006.wav
REC097_SEG0007,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0007.wav,7.184,řexdenni ijja i t ibřis u xzar lmalakat usint i dd tuɣa sexxarent as,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0007.wav
REC097_SEG0008,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0008.wav,3.76,amezwaru n tsexxart n yasuɛ di ljalil,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0008.wav
REC097_SEG0009_PART01,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0009_PART01.wav,11.24,řami isřa yasuɛ belli yuḥanna tuɣa ittwasellem iruḥ ɣar ljalil ijja nnaṣira uca yusa dd ɣar kafarnaḥum tenni ɣar ṭṭarf n řebḥ,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0009_PART01.wav
REC097_SEG0009_PART02,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0009_PART02.wav,11.24,ar di temmurt n zibulun d naftali uca izdeɣ din ḥima ad ittwakemmeř min ittwannan zeg unabi icaɛya umi inna,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0009_PART02.wav
REC097_SEG0010,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0010.wav,9.68,tammurt n zibulun d temmurt n naftali deg webrid n řebḥar ɣar ujemmaḍ n l urdun ljalil n řegnus,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0010.wav
REC097_SEG0011_PART01,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0011_PART01.wav,10.12,řgens i iqqimen di taǧest iẓra tafawt tameqqrant u x yinni izedɣen di temmurt d tiři n řmewt aqa tenqar dd,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0011_PART01.wav
REC097_SEG0011_PART02,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0011_PART02.wav,10.12,xasen tfawt zi ssin ibda yasuɛ ittbarreḥ inna tubem minzi tageldit n ijenwan aqa tudes dd,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0011_PART02.wav
REC097_SEG0013,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0013.wav,18.896,řami tuɣa netta iggur x tma n řebḥar n ljalil iẓra tnayen n wawmaten cimɛun umi qqaren buṭrus isem wanita ixs ad yini d aẓru d andrawus umas tuɣa neṭṭaren traccawin di řebḥar minzi nitni d ineymaren n iseřman,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0013.wav
REC097_SEG0014,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0014.wav,6.0,inna asen yasuɛ ḍfarem ayi dd ad kenniw arreɣ d ineymaren n iwdan,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0014.wav
REC097_SEG0015_PART01,REC097,SPK009,data/processed/segments/REC097/REC097_SEG0015_PART01.wav,14.152,ssarsen deɣya tiracciwin nsen ḍfaren t řami yeɛdu ssenni iẓra tnayen n wawmaten nneɣni yaɛqub mmis n zabdi d umas yuḥanna tuɣa aten,/Users/mac/masterAI/tarifit_asr_tfm/data/processed/segments/REC097/REC097_SEG0015_PART01.wav
